Flight Status,Departure Airport,Departure Gate,Arrival IATA Code,Scheduled Departure,Actual Departure,Delay (in Minutes),Airline Name,Flight Number
landed,YUL,C77,LGA,2024-02-15T17:30:00+00:00,2024-02-15T18:32:00+00:00,62.0,Air Canada,AC8642
active,YUL,C74,LGA,2024-02-15T18:40:00+00:00,,22.0,Air Canada,AC8644
active,YUL,C84,LGA,2024-02-15T20:00:00+00:00,,44.0,Air Canada,AC8646
landed,YUL,C86,LGA,2024-02-15T10:15:00+00:00,2024-02-15T10:30:00+00:00,15.0,Delta Air Lines,DL4932
scheduled,YUL,C76,EWR,2024-02-05T20:00:00+00:00,,21.0,Air Canada,AC8946
scheduled,YUL,,EWR,2024-02-05T20:00:00+00:00,2024-02-05T20:31:00+00:00,21.0,Air Canada,AC946
scheduled,YUL,,EWR,2024-02-05T20:00:00+00:00,,21.0,Jazz,QK946
landed,YUL,C80,EWR,2024-02-05T11:08:00+00:00,2024-02-05T11:21:00+00:00,14.0,United Airlines,UA3451
landed,YUL,C82,EWR,2024-02-05T07:00:00+00:00,2024-02-05T07:41:00+00:00,42.0,United Airlines,UA3606
landed,YUL,A50,FDF,2024-02-05T09:00:00+00:00,2024-02-05T09:22:00+00:00,22.0,Air Canada,AC954
landed,YUL,C56,FLL,2024-02-05T08:55:00+00:00,2024-02-05T09:43:00+00:00,48.0,Air Canada,AC1002
landed,YUL,C56,FLL,2024-02-05T13:35:00+00:00,2024-02-05T13:45:00+00:00,11.0,Air Canada,AC1004
scheduled,YUL,C82,FLL,2024-02-05T15:50:00+00:00,2024-02-05T19:53:00+00:00,243.0,Flair Airlines,F81100
landed,YUL,C77,FLL,2024-02-05T07:40:00+00:00,2024-02-05T08:10:00+00:00,30.0,Air Canada Rouge,RV1600
landed,YUL,C75,FLL,2024-02-05T16:20:00+00:00,2024-02-05T16:38:00+00:00,18.0,Air Canada Rouge,RV1606
landed,YUL,C85,FLL,2024-02-05T06:30:00+00:00,2024-02-05T07:19:00+00:00,50.0,Air Transat,TS844
landed,YUL,A60,FRA,2024-02-05T18:05:00+00:00,2024-02-05T18:31:00+00:00,26.0,Air Canada,AC844
landed,YUL,A63,GUA,2024-02-05T23:51:00+00:00,2024-02-06T00:09:00+00:00,18.0,Flair Airlines,F87201
landed,YUL,A68,HAV,2024-02-05T18:30:00+00:00,2024-02-05T18:32:00+00:00,3.0,Air Transat,TS554
active,YUL,A65,HOG,2024-02-05T07:00:00+00:00,2024-02-05T07:36:00+00:00,36.0,Sunwing,WG6146
landed,YUL,,HPN,2024-02-05T14:30:00+00:00,2024-02-05T14:22:00+00:00,,Airsprint,
landed,YUL,,IAD,2024-02-05T14:00:00+00:00,2024-02-05T14:23:00+00:00,24.0,Air Canada,AC7041
scheduled,YUL,C84,IAD,2024-02-05T13:05:00+00:00,2024-02-05T15:29:00+00:00,145.0,Air Canada,AC8723
landed,YUL,C84,IAD,2024-02-05T18:30:00+00:00,2024-02-05T18:43:00+00:00,13.0,United Airlines,UA3458
landed,YUL,C82,IAD,2024-02-05T09:15:00+00:00,2024-02-05T09:52:00+00:00,38.0,United Airlines,UA3590
landed,YUL,C77,IAH,2024-02-05T09:50:00+00:00,2024-02-05T10:11:00+00:00,22.0,Air Canada,AC581
scheduled,YUL,,JFK,2024-02-05T18:55:00+00:00,,30.0,empty,
active,YUL,C73,JFK,2024-02-05T18:55:00+00:00,,29.0,Air Canada,AC8898
landed,YUL,,JFK,2024-02-05T18:55:00+00:00,2024-02-05T19:24:00+00:00,30.0,Air Canada,AC898
landed,YUL,C86,JFK,2024-02-05T12:20:00+00:00,2024-02-05T12:29:00+00:00,9.0,Delta Air Lines,DL5088
landed,YUL,C85,JFK,2024-02-05T17:55:00+00:00,2024-02-05T18:09:00+00:00,14.0,Delta Air Lines,DL5128
scheduled,YUL,,JFK,2024-02-05T18:55:00+00:00,,,Jazz,QK898
landed,YUL,C75,LAS,2024-02-05T08:00:00+00:00,2024-02-05T08:36:00+00:00,36.0,Air Canada Rouge,RV1707
landed,YUL,C83,LAS,2024-02-05T19:35:00+00:00,2024-02-05T19:45:00+00:00,10.0,Air Canada Rouge,RV1709
landed,YUL,C81,LAS,2024-02-05T09:15:00+00:00,2024-02-05T09:27:00+00:00,13.0,Lynx Air,Y9612
landed,YUL,C58,LAX,2024-02-05T17:35:00+00:00,2024-02-05T18:06:00+00:00,31.0,Air Canada,AC781
scheduled,YUL,,LGA,2024-02-05T18:40:00+00:00,,,empty,
landed,YUL,C83,LGA,2024-02-05T07:19:00+00:00,2024-02-05T07:49:00+00:00,30.0,American Airlines,AA4469
landed,YUL,C81,LGA,2024-02-05T10:45:00+00:00,2024-02-05T10:56:00+00:00,11.0,American Airlines,AA4550
landed,YUL,C79,LGA,2024-02-05T17:33:00+00:00,2024-02-05T17:40:00+00:00,7.0,American Airlines,AA4772
landed,YUL,,LGA,2024-02-05T18:40:00+00:00,2024-02-05T18:53:00+00:00,14.0,Air Canada,AC644
scheduled,YUL,,LGA,2024-02-05T20:00:00+00:00,2024-02-05T20:14:00+00:00,21.0,Air Canada,AC646
landed,YUL,C73,LGA,2024-02-05T08:00:00+00:00,2024-02-05T08:23:00+00:00,23.0,Air Canada,AC8634
landed,YUL,C74,LGA,2024-02-05T13:15:00+00:00,2024-02-05T13:34:00+00:00,19.0,Air Canada,AC8638
landed,YUL,C73,LGA,2024-02-05T15:20:00+00:00,2024-02-05T15:39:00+00:00,19.0,Air Canada,AC8640
landed,YUL,C86,LGA,2024-02-05T17:30:00+00:00,2024-02-05T17:42:00+00:00,12.0,Air Canada,AC8642
active,YUL,C77,LGA,2024-02-05T18:40:00+00:00,,13.0,Air Canada,AC8644
active,YUL,C79,LGA,2024-02-05T20:00:00+00:00,,14.0,Air Canada,AC8646
landed,YUL,C88,LGA,2024-02-05T10:15:00+00:00,2024-02-05T10:27:00+00:00,12.0,Delta Air Lines,DL4932
landed,YUL,C88,LGA,2024-02-05T18:30:00+00:00,2024-02-05T19:37:00+00:00,68.0,Delta Air Lines,DL5014
landed,YUL,C88,LGA,2024-02-05T06:30:00+00:00,2024-02-05T06:58:00+00:00,29.0,Delta Air Lines,DL5139
scheduled,YUL,,LGA,2024-02-05T18:40:00+00:00,,21.0,Jazz,QK644
scheduled,YUL,,LGA,2024-02-05T20:00:00+00:00,,21.0,Jazz,QK646
landed,YUL,C84,LGA,2024-02-20T10:15:00+00:00,2024-02-20T10:28:00+00:00,14.0,Delta Air Lines,DL4932
landed,YUL,C87,LGA,2024-02-20T18:30:00+00:00,2024-02-20T18:39:00+00:00,9.0,Delta Air Lines,DL5014
landed,YUL,C84,LGA,2024-02-20T06:30:00+00:00,2024-02-20T06:48:00+00:00,18.0,Delta Air Lines,DL5139
scheduled,YUL,,LGA,2024-02-20T18:40:00+00:00,,21.0,Jazz,QK644
scheduled,YUL,,LGA,2024-02-20T20:00:00+00:00,,21.0,Jazz,QK646
landed,YUL,A67,LGW,2024-02-20T21:05:00+00:00,2024-02-20T21:22:00+00:00,18.0,Air Transat,TS728
landed,YUL,A66,LHR,2024-02-20T19:40:00+00:00,2024-02-20T20:17:00+00:00,37.0,Air Canada,AC864
landed,YUL,A61,LHR,2024-02-20T20:45:00+00:00,2024-02-20T21:47:00+00:00,62.0,British Airways,BA94
landed,YUL,A60,LIR,2024-02-20T08:50:00+00:00,2024-02-20T09:51:00+00:00,62.0,Air Canada,AC1331
landed,YUL,A64,LIR,2024-02-20T11:00:00+00:00,2024-02-20T11:12:00+00:00,12.0,Air Transat,TS600
landed,YUL,A51,LIS,2024-02-20T21:30:00+00:00,2024-02-20T21:55:00+00:00,26.0,Air Canada,AC812
landed,YUL,A56,MBJ,2024-02-20T08:15:00+00:00,2024-02-20T08:30:00+00:00,16.0,Air Canada,AC922
landed,YUL,C75,MCO,2024-02-20T09:20:00+00:00,2024-02-20T10:09:00+00:00,49.0,Air Canada Rouge,RV1634
landed,YUL,C76,MCO,2024-02-20T13:30:00+00:00,2024-02-20T13:45:00+00:00,15.0,Air Canada Rouge,RV1636
landed,YUL,C85,MCO,2024-02-20T18:40:00+00:00,2024-02-20T19:33:00+00:00,53.0,Air Canada Rouge,RV1638
landed,YUL,C77,MCO,2024-02-20T06:45:00+00:00,2024-02-20T07:19:00+00:00,35.0,Air Transat,TS2820
landed,YUL,C79,MCO,2024-02-20T08:10:00+00:00,2024-02-20T08:55:00+00:00,45.0,Lynx Air,Y9661
landed,YUL,A51,MEX,2024-02-20T18:55:00+00:00,2024-02-20T19:31:00+00:00,36.0,Air Canada,AC995
landed,YUL,A57,MEX,2024-02-20T23:10:00+00:00,2024-02-20T23:19:00+00:00,10.0,Aeromexico,AM637
landed,YUL,A66,MEX,2024-02-20T09:03:00+00:00,2024-02-20T09:21:00+00:00,18.0,Aeromexico,AM681
landed,YUL,C81,MIA,2024-02-20T07:00:00+00:00,2024-02-20T07:25:00+00:00,25.0,American Airlines,AA1516
landed,YUL,C81,MIA,2024-02-20T08:30:00+00:00,2024-02-20T09:32:00+00:00,63.0,Air Canada,AC1206
landed,YUL,C76,MIA,2024-02-20T18:45:00+00:00,2024-02-20T19:43:00+00:00,58.0,Air Canada,AC1208
landed,YUL,C76,MSP,2024-02-20T17:30:00+00:00,2024-02-20T17:42:00+00:00,12.0,Air Canada,AC8851
landed,YUL,C87,MSP,2024-02-20T07:00:00+00:00,2024-02-20T07:24:00+00:00,24.0,Delta Air Lines,DL4807
cancelled,YUL,A59,MUC,2024-02-20T20:15:00+00:00,,,Lufthansa,LH475
landed,YUL,A61,MZT,2024-02-20T10:15:00+00:00,2024-02-20T10:35:00+00:00,21.0,Sunwing,WG277
scheduled,YUL,A52,NRT,2024-02-20T13:05:00+00:00,2024-02-20T14:34:00+00:00,90.0,Air Canada,AC5
landed,YUL,C85,ORD,2024-02-20T08:30:00+00:00,2024-02-20T08:51:00+00:00,22.0,Air Canada,AC8959
landed,YUL,C75,ORD,2024-02-20T13:05:00+00:00,2024-02-20T13:24:00+00:00,19.0,Air Canada,AC8961
active,YUL,C75,ORD,2024-02-20T19:45:00+00:00,,29.0,Air Canada,AC8967
landed,YUL,,ORD,2024-02-20T19:45:00+00:00,2024-02-20T20:14:00+00:00,29.0,Air Canada,AC967
scheduled,YUL,,ORD,2024-02-20T19:45:00+00:00,,21.0,Jazz,QK967
landed,YUL,C80,ORD,2024-02-20T06:05:00+00:00,2024-02-20T06:18:00+00:00,13.0,United Airlines,UA3597
landed,YUL,C80,ORD,2024-02-20T16:45:00+00:00,2024-02-20T17:09:00+00:00,24.0,United Airlines,UA3629
landed,YUL,,PBI,2024-02-20T13:00:00+00:00,2024-02-20T13:06:00+00:00,6.0,VistaJet,
landed,YUL,C89,PHL,2024-02-20T07:30:00+00:00,2024-02-20T07:51:00+00:00,21.0,American Airlines,AA5779
landed,YUL,C81,PHL,2024-02-20T12:54:00+00:00,2024-02-20T13:08:00+00:00,14.0,American Airlines,AA5783
landed,YUL,C81,PHL,2024-02-20T16:00:00+00:00,2024-02-20T16:12:00+00:00,13.0,American Airlines,AA5796
landed,YUL,C79,PHL,2024-02-20T13:20:00+00:00,2024-02-20T13:25:00+00:00,6.0,Air Canada,AC8859
scheduled,YUL,,PIT,2024-02-20T07:30:00+00:00,,,Skyservice Business Aviation,
landed,YUL,A64,POP,2024-02-20T08:20:00+00:00,2024-02-20T08:46:00+00:00,27.0,Air Transat,TS890
landed,YUL,A64,POP,2024-02-20T16:10:00+00:00,2024-02-20T16:29:00+00:00,19.0,Sunwing,WG4214
landed,YUL,A66,PTP,2024-02-20T06:45:00+00:00,2024-02-20T07:16:00+00:00,31.0,Air Transat,TS894
landed,YUL,60,PTY,2024-02-20T07:18:00+00:00,2024-02-20T07:30:00+00:00,13.0,Copa Airlines,CM484
landed,YUL,A55,PUJ,2024-02-20T08:15:00+00:00,2024-02-20T08:37:00+00:00,23.0,Air Canada,AC944
landed,YUL,A51,PUJ,2024-02-20T17:05:00+00:00,2024-02-20T17:20:00+00:00,16.0,Air Canada Rouge,RV1792
landed,YUL,A63,PUJ,2024-02-20T14:30:00+00:00,2024-02-20T15:03:00+00:00,33.0,Air Transat,TS2498
landed,YUL,A63,PUJ,2024-02-20T07:05:00+00:00,2024-02-20T07:34:00+00:00,29.0,Air Transat,TS398
scheduled,YUL,C74,LGA,2024-03-09T20:00:00+00:00,,21.0,Air Canada,AC8646
landed,YUL,C87,LGA,2024-03-09T06:30:00+00:00,2024-03-09T07:28:00+00:00,58.0,Delta Air Lines,DL5139
scheduled,YUL,,LGA,2024-03-09T18:40:00+00:00,,21.0,Jazz,QK644
scheduled,YUL,,LGA,2024-03-09T20:00:00+00:00,,21.0,Jazz,QK646
landed,YUL,A58,LHR,2024-03-09T19:20:00+00:00,2024-03-09T20:07:00+00:00,48.0,Air Canada,AC864
landed,YUL,A55,LHR,2024-03-09T20:45:00+00:00,2024-03-09T21:38:00+00:00,54.0,British Airways,BA94
landed,YUL,A66,LIR,2024-03-09T08:50:00+00:00,2024-03-09T09:04:00+00:00,15.0,Air Canada,AC1331
landed,YUL,A61,LIR,2024-03-09T11:00:00+00:00,2024-03-09T11:15:00+00:00,15.0,Air Transat,TS600
landed,YUL,A51,LIS,2024-03-09T20:50:00+00:00,2024-03-09T21:16:00+00:00,26.0,Air Canada,AC812
landed,YUL,A50,LYS,2024-03-09T21:30:00+00:00,2024-03-09T22:21:00+00:00,52.0,Air Canada,AC876
landed,YUL,A64,LYS,2024-03-09T20:20:00+00:00,2024-03-09T20:44:00+00:00,24.0,Air Transat,TS572
landed,YUL,A61,MBJ,2024-03-09T06:00:00+00:00,2024-03-09T06:05:00+00:00,5.0,Sunwing,WG7634
active,YUL,,MCO,2024-03-09T08:10:00+00:00,,,Delta Air Lines,DL661
landed,YUL,C76,MCO,2024-03-09T09:20:00+00:00,2024-03-09T10:11:00+00:00,51.0,Air Canada Rouge,RV1634
landed,YUL,C75,MCO,2024-03-09T13:30:00+00:00,2024-03-09T14:04:00+00:00,34.0,Air Canada Rouge,RV1636
landed,YUL,C85,MCO,2024-03-09T18:40:00+00:00,2024-03-09T19:06:00+00:00,26.0,Air Canada Rouge,RV1638
landed,YUL,C75,MCO,2024-03-09T06:45:00+00:00,2024-03-09T07:18:00+00:00,34.0,Air Transat,TS2820
landed,YUL,A59,MEX,2024-03-09T17:55:00+00:00,2024-03-09T19:00:00+00:00,66.0,Air Canada,AC995
landed,YUL,A63,MEX,2024-03-09T23:10:00+00:00,2024-03-09T23:28:00+00:00,19.0,Aeromexico,AM637
landed,YUL,A57,MEX,2024-03-09T09:03:00+00:00,2024-03-09T09:22:00+00:00,19.0,Aeromexico,AM681
landed,YUL,C81,MIA,2024-03-09T07:00:00+00:00,2024-03-09T08:01:00+00:00,61.0,American Airlines,AA1516
landed,YUL,C75,MIA,2024-03-09T08:30:00+00:00,2024-03-09T09:31:00+00:00,62.0,Air Canada,AC1206
scheduled,YUL,C76,MIA,2024-03-09T18:45:00+00:00,,210.0,Air Canada,AC1208
landed,YUL,C86,MSP,2024-03-09T17:45:00+00:00,2024-03-09T18:11:00+00:00,27.0,Air Canada,AC8851
landed,YUL,C88,MSP,2024-03-09T07:00:00+00:00,2024-03-09T07:10:00+00:00,11.0,Delta Air Lines,DL4807
landed,YUL,C82,MSY,2024-03-09T07:30:00+00:00,2024-03-09T07:37:00+00:00,8.0,Air Canada Rouge,RV1713
landed,YUL,A63,MUC,2024-03-09T20:15:00+00:00,2024-03-09T20:28:00+00:00,13.0,Lufthansa,LH475
landed,YUL,A57,MXP,2024-03-09T20:30:00+00:00,2024-03-09T21:10:00+00:00,41.0,Air Canada,AC894
landed,YUL,A60,NAS,2024-03-09T09:05:00+00:00,2024-03-09T09:18:00+00:00,13.0,Air Canada,AC938
active,YUL,,OPF,2024-03-09T12:00:00+00:00,2024-03-09T12:21:00+00:00,22.0,Airsprint,
landed,YUL,C85,ORD,2024-03-09T08:30:00+00:00,2024-03-09T08:36:00+00:00,7.0,Air Canada,AC8959
landed,YUL,C82,ORD,2024-03-09T13:05:00+00:00,2024-03-09T13:23:00+00:00,18.0,Air Canada,AC8961
scheduled,YUL,C81,ORD,2024-03-09T19:45:00+00:00,,21.0,Air Canada,AC8967
landed,YUL,,ORD,2024-03-09T19:45:00+00:00,2024-03-09T20:11:00+00:00,27.0,Air Canada,AC967
scheduled,YUL,,ORD,2024-03-09T19:45:00+00:00,,21.0,Jazz,QK967
landed,YUL,C82,ORD,2024-03-09T06:05:00+00:00,2024-03-09T06:14:00+00:00,10.0,United Airlines,UA3597
landed,YUL,C80,ORD,2024-03-09T16:45:00+00:00,2024-03-09T17:04:00+00:00,20.0,United Airlines,UA3629
landed,YUL,C89,PHL,2024-03-09T07:30:00+00:00,2024-03-09T07:53:00+00:00,24.0,American Airlines,AA5779
landed,YUL,C79,PHL,2024-03-09T12:54:00+00:00,2024-03-09T13:04:00+00:00,11.0,American Airlines,AA5783
landed,YUL,C77,PHL,2024-03-09T16:00:00+00:00,2024-03-09T16:58:00+00:00,59.0,American Airlines,AA5796
scheduled,YUL,,PHL,2024-03-09T19:10:00+00:00,,140.0,Executive Jet Management,EJM350
landed,YUL,C73,PHX,2024-03-09T08:15:00+00:00,2024-03-09T08:29:00+00:00,15.0,Air Canada Rouge,RV1731
landed,YUL,A68,PLS,2024-03-09T09:10:00+00:00,2024-03-09T09:35:00+00:00,26.0,Air Canada,AC1332
landed,YUL,A61,POP,2024-03-09T08:20:00+00:00,2024-03-09T08:39:00+00:00,20.0,Air Transat,TS890
scheduled,YUL,C80,LGA,2024-03-19T15:20:00+00:00,,16.0,Air Canada,AC8640
scheduled,YUL,C88,LGA,2024-03-19T17:30:00+00:00,,21.0,Air Canada,AC8642
scheduled,YUL,C87,LGA,2024-03-19T18:40:00+00:00,,21.0,Air Canada,AC8644
active,YUL,C77,LGA,2024-03-19T20:00:00+00:00,,17.0,Air Canada,AC8646
landed,YUL,C80,LGA,2024-03-19T06:15:00+00:00,2024-03-19T06:34:00+00:00,20.0,Delta Air Lines,DL5426
landed,YUL,C84,LGA,2024-03-19T16:24:00+00:00,2024-03-19T16:37:00+00:00,14.0,Delta Air Lines,DL5431
landed,YUL,C84,LGA,2024-03-19T10:00:00+00:00,2024-03-19T11:00:00+00:00,60.0,Delta Air Lines,DL5434
scheduled,YUL,,LGA,2024-03-19T13:15:00+00:00,,31.0,Jazz,QK638
scheduled,YUL,,LGA,2024-03-19T15:20:00+00:00,,21.0,Jazz,QK640
scheduled,YUL,,LGA,2024-03-19T17:30:00+00:00,,,Jazz,QK642
scheduled,YUL,,LGA,2024-03-19T18:40:00+00:00,,21.0,Jazz,QK644
scheduled,YUL,,LGA,2024-03-19T20:01:00+00:00,,,Jazz,QK646
landed,YUL,A65,LGW,2024-03-19T21:05:00+00:00,2024-03-19T21:24:00+00:00,19.0,Air Transat,TS728
landed,YUL,A68,LHR,2024-03-19T20:20:00+00:00,2024-03-19T20:34:00+00:00,15.0,Air Canada,AC864
scheduled,YUL,A66,LHR,2024-03-19T21:45:00+00:00,2024-03-19T23:14:00+00:00,90.0,British Airways,BA94
landed,YUL,A61,LIR,2024-03-19T08:50:00+00:00,2024-03-19T09:11:00+00:00,21.0,Air Canada,AC1331
landed,YUL,A68,LIR,2024-03-19T11:00:00+00:00,2024-03-19T11:21:00+00:00,22.0,Air Transat,TS600
landed,YUL,A55,LIS,2024-03-19T22:30:00+00:00,2024-03-19T23:51:00+00:00,82.0,Air Canada,AC812
landed,YUL,A58,MBJ,2024-03-19T08:15:00+00:00,2024-03-19T08:49:00+00:00,35.0,Air Canada,AC922
unknown,YUL,,MCO,2024-03-19T08:10:00+00:00,,,Delta Air Lines,DL661
landed,YUL,C81,MCO,2024-03-19T09:20:00+00:00,2024-03-19T09:52:00+00:00,32.0,Air Canada Rouge,RV1634
landed,YUL,C75,MCO,2024-03-19T13:30:00+00:00,2024-03-19T14:15:00+00:00,46.0,Air Canada Rouge,RV1636
landed,YUL,C77,MCO,2024-03-19T18:40:00+00:00,2024-03-19T18:50:00+00:00,10.0,Air Canada Rouge,RV1638
landed,YUL,C76,MCO,2024-03-19T06:45:00+00:00,2024-03-19T07:08:00+00:00,23.0,Air Transat,TS2820
landed,YUL,A60,MEX,2024-03-19T18:55:00+00:00,2024-03-19T19:09:00+00:00,15.0,Air Canada,AC995
landed,YUL,A67,MEX,2024-03-19T23:10:00+00:00,2024-03-19T23:38:00+00:00,28.0,Aeromexico,AM637
landed,YUL,A67,MEX,2024-03-19T10:03:00+00:00,2024-03-19T11:02:00+00:00,59.0,Aeromexico,AM681
landed,YUL,C81,MIA,2024-03-19T07:00:00+00:00,2024-03-19T07:10:00+00:00,11.0,American Airlines,AA1516
landed,YUL,C79,MIA,2024-03-19T08:00:00+00:00,2024-03-19T08:39:00+00:00,39.0,Air Canada,AC1206
landed,YUL,C74,MIA,2024-03-19T18:45:00+00:00,2024-03-19T19:04:00+00:00,20.0,Air Canada Rouge,RV1652
landed,YUL,,MSP,2024-03-19T17:45:00+00:00,2024-03-19T18:03:00+00:00,19.0,Air Canada,AC851
scheduled,YUL,C83,MSP,2024-03-19T17:45:00+00:00,,10.0,Air Canada,AC8851
landed,YUL,C87,MSP,2024-03-19T06:00:00+00:00,2024-03-19T06:18:00+00:00,18.0,Delta Air Lines,DL4923
active,YUL,,MSP,2024-03-19T17:45:00+00:00,,21.0,Jazz,QK851
landed,YUL,A61,MUC,2024-03-19T21:15:00+00:00,2024-03-19T22:01:00+00:00,47.0,Lufthansa,LH475
landed,YUL,A66,MZT,2024-03-19T10:15:00+00:00,2024-03-19T10:24:00+00:00,10.0,Sunwing,WG277
landed,YUL,A65,NAS,2024-03-19T09:05:00+00:00,2024-03-19T09:34:00+00:00,30.0,Air Canada,AC938
landed,YUL,A55,NRT,2024-03-19T14:05:00+00:00,2024-03-19T14:26:00+00:00,22.0,Air Canada,AC5
landed,YUL,C74,ORD,2024-03-19T08:30:00+00:00,2024-03-19T09:07:00+00:00,38.0,Air Canada,AC8959
landed,YUL,C73,ORD,2024-03-19T13:05:00+00:00,2024-03-19T13:38:00+00:00,33.0,Air Canada,AC8961
landed,YUL,C73,ORD,2024-03-19T19:45:00+00:00,2024-03-19T20:05:00+00:00,21.0,Air Canada,AC8967
active,YUL,,ORD,2024-03-19T08:30:00+00:00,,38.0,Air Canada,AC959
active,YUL,,ORD,2024-03-19T08:30:00+00:00,,21.0,Jazz,QK959
landed,YUL,C84,ORD,2024-03-19T06:05:00+00:00,2024-03-19T06:12:00+00:00,7.0,United Airlines,UA3597
landed,YUL,C82,ORD,2024-03-19T16:45:00+00:00,2024-03-19T16:57:00+00:00,12.0,United Airlines,UA3629
landed,YUL,C89,PHL,2024-03-19T07:30:00+00:00,2024-03-19T08:12:00+00:00,43.0,American Airlines,AA5779
landed,YUL,C79,PHL,2024-03-19T12:55:00+00:00,2024-03-19T12:59:00+00:00,5.0,American Airlines,AA5783
landed,YUL,C81,PHL,2024-03-19T16:00:00+00:00,2024-03-19T16:53:00+00:00,53.0,American Airlines,AA5796
landed,YUL,A68,POP,2024-03-19T08:20:00+00:00,2024-03-19T09:03:00+00:00,43.0,Air Transat,TS890
landed,YUL,,POP,2024-03-19T16:10:00+00:00,2024-03-19T16:44:00+00:00,34.0,Sunwing,WG4214
landed,YUL,C82,JFK,2024-04-12T12:01:00+00:00,2024-04-12T12:18:00+00:00,18.0,Delta Air Lines,DL5398
landed,YUL,C76,LAS,2024-04-12T19:55:00+00:00,2024-04-12T20:44:00+00:00,50.0,Air Canada,AC1275
active,YUL,,LAS,2024-04-12T08:10:00+00:00,,,Delta Air Lines,DL612
landed,YUL,C77,LAS,2024-04-12T08:15:00+00:00,2024-04-12T08:32:00+00:00,18.0,Air Canada Rouge,RV1707
landed,YUL,C56,LAX,2024-04-12T18:00:00+00:00,2024-04-12T18:20:00+00:00,21.0,Air Canada,AC781
scheduled,YUL,,LGA,2024-04-12T11:30:00+00:00,,10.0,empty,
scheduled,YUL,C83,LGA,2024-04-12T10:35:00+00:00,2024-04-12T11:56:00+00:00,82.0,American Airlines,AA4550
landed,YUL,C79,LGA,2024-04-12T17:20:00+00:00,2024-04-12T18:25:00+00:00,65.0,American Airlines,AA4772
landed,YUL,,LGA,2024-04-12T11:30:00+00:00,2024-04-12T12:45:00+00:00,76.0,Air Canada,AC634
scheduled,YUL,,LGA,2024-04-12T20:01:00+00:00,,30.0,Air Canada,AC646
landed,YUL,C76,LGA,2024-04-12T06:30:00+00:00,2024-04-12T06:38:00+00:00,8.0,Air Canada,AC8632
scheduled,YUL,C80,LGA,2024-04-12T08:00:00+00:00,2024-04-12T08:10:00+00:00,11.0,Air Canada,AC8634
landed,YUL,C86,LGA,2024-04-12T10:40:00+00:00,2024-04-12T11:59:00+00:00,79.0,Air Canada,AC8636
landed,YUL,C83,LGA,2024-04-12T13:15:00+00:00,2024-04-12T14:23:00+00:00,68.0,Air Canada,AC8638
landed,YUL,C81,LGA,2024-04-12T15:20:00+00:00,2024-04-12T15:58:00+00:00,38.0,Air Canada,AC8640
landed,YUL,C82,LGA,2024-04-12T17:30:00+00:00,2024-04-12T18:15:00+00:00,46.0,Air Canada,AC8642
landed,YUL,C74,LGA,2024-04-12T18:45:00+00:00,2024-04-12T19:44:00+00:00,60.0,Air Canada,AC8644
cancelled,YUL,C74,LGA,2024-04-12T20:00:00+00:00,,10.0,Air Canada,AC8646
active,YUL,C85,LGA,2024-04-12T16:00:00+00:00,,190.0,Delta Air Lines,DL5043
landed,YUL,C87,LGA,2024-04-12T06:10:00+00:00,2024-04-12T06:18:00+00:00,8.0,Delta Air Lines,DL5139
landed,YUL,C84,LGA,2024-04-12T10:00:00+00:00,2024-04-12T10:07:00+00:00,7.0,Delta Air Lines,DL5280
active,YUL,,LGA,2024-04-12T20:01:00+00:00,,30.0,Jazz,QK646
landed,YUL,A66,LHR,2024-04-12T19:00:00+00:00,2024-04-12T20:03:00+00:00,64.0,Air Canada,AC864
landed,YUL,A59,LHR,2024-04-12T22:05:00+00:00,2024-04-12T22:30:00+00:00,25.0,British Airways,BA94
landed,YUL,A64,LIM,2024-04-12T23:15:00+00:00,2024-04-12T23:35:00+00:00,21.0,Air Transat,TS150
landed,YUL,A63,LIS,2024-04-12T21:30:00+00:00,2024-04-12T21:55:00+00:00,25.0,Air Canada,AC812
landed,YUL,A67,LIS,2024-04-12T22:50:00+00:00,2024-04-12T23:13:00+00:00,23.0,TAP Air Portugal,TP254
landed,YUL,A64,LRM,2024-04-12T07:10:00+00:00,2024-04-12T07:19:00+00:00,10.0,Air Transat,TS202
landed,YUL,A65,LYS,2024-04-12T20:20:00+00:00,2024-04-12T20:35:00+00:00,16.0,Air Transat,TS572
landed,YUL,A67,MBJ,2024-04-12T07:30:00+00:00,2024-04-12T08:06:00+00:00,37.0,Air Transat,TS2484
scheduled,YUL,C76,MCO,2024-04-12T09:20:00+00:00,2024-04-12T13:05:00+00:00,226.0,Air Canada Rouge,RV1634
landed,YUL,C75,MCO,2024-04-12T13:30:00+00:00,2024-04-12T13:37:00+00:00,8.0,Air Canada Rouge,RV1636
scheduled,YUL,C75,MCO,2024-04-12T18:45:00+00:00,2024-04-12T20:52:00+00:00,127.0,Air Canada Rouge,RV1638
landed,YUL,C83,MCO,2024-04-12T06:45:00+00:00,2024-04-12T06:58:00+00:00,13.0,Air Transat,TS820
landed,YUL,A64,MEX,2024-04-12T19:20:00+00:00,2024-04-12T20:13:00+00:00,54.0,Air Canada,AC995
landed,YUL,A68,MEX,2024-04-12T10:01:00+00:00,2024-04-12T10:16:00+00:00,16.0,Aeromexico,AM681
landed,YUL,C81,MIA,2024-04-12T07:00:00+00:00,2024-04-12T07:05:00+00:00,6.0,American Airlines,AA1516
